32 259 148
32 271 147
32 279 145
32 297 148
32 332 153
32 461 144
33 65 122
33 70 126
33 75 132
33 83 133
33 150 155
33 187 150
33 235 149
33 353 156
33 368 155
34 45 124
34 51 125
34 56 132
34 103 140
34 123 151
34 312 160
34 344 160
35 39 137
35 63 144
35 89 153
35 98 150
35 112 149
35 140 152
35 418 160
35 457 159
36 19 134
36 67 155
36 328 172
36 389 162
36 468 159
36 511 158
37 50 160
37 171 163
37 213 167
37 446 165
37 482 166
38 0 155
38 11 155
38 39 160
38 100 164
38 201 169
38 221 173
38 246 174
38 257 172
38 276 171
38 337 168
38 360 170
38 380 168
38 426 169
39 28 167
39 63 174
39 157 176
39 232 176
39 310 170
39 346 172
39 404 164
39 460 165
40 71 178
40 85 178
40 115 174
40 135 176
40 184 173
40 289 177
40 498 171
41 95 177
41 127 174
41 368 172
42 14 174
42 54 179
43 147 181
43 180 169
44 209 176
44 386 170
44 417 167
45 0 182
45 30 176
45 482 155
45 511 175
46 43 177
46 343 173
48 425 165
49 122 173
49 483 162
50 65 178
50 114 170
50 273 179
50 446 166
50 497 164
51 33 178
51 58 175
51 463 162
52 69 170
52 142 183
52 148 183
52 167 182
52 173 183
52 195 180
52 208 177
52 221 183
52 232 187
52 260 176
52 309 173
52 322 172
52 333 173
52 358 174
52 370 169
52 385 163
52 396 164
52 411 164
52 432 162
52 474 162
52 508 168
53 118 180
53 129 180
53 157 181
53 183 182
53 245 181
53 294 176
53 314 172
54 25 184
54 34 189
54 57 183
54 67 176
54 72 182
54 109 178
54 225 178
54 273 171
54 286 174
54 404 156
54 454 159
54 498 158
55 10 185
55 82 181
55 344 164
55 443 153
55 463 152
55 481 159
56 44 176
56 93 171
56 112 201
56 114 169
56 166 174
56 370 155
57 0 179
57 110 165
57 127 168
57 176 164
57 186 167
57 232 168
57 323 156
57 392 142
57 410 142
57 424 138
58 12 176
58 137 166
58 150 165
58 156 157
58 198 158
58 206 154
58 349 148
58 383 140
58 511 155
59 0 164
59 7 169
59 114 177
59 216 154
59 262 150
59 306 148
59 470 127
59 502 133
60 4 119
60 29 166
60 33 163
60 112 153
60 149 154
60 151 181
60 165 152
60 270 140
60 280 142
60 291 139
60 315 136
60 332 134
60 340 136
60 358 131
60 455 129
60 463 130
61 0 78
61 11 91
61 13 156
61 20 157
61 23 154
61 37 154
61 47 153
61 63 147
61 118 133
61 242 132
61 250 138
61 437 122
62 5 126
62 16 148
62 29 92
62 35 108
62 57 140
62 86 140
62 91 141
62 93 142
62 97 142
62 101 141
62 115 204
62 178 136
62 201 127
62 208 130
62 225 128
62 298 120
62 443 109
63 0 95
63 3 86
63 8 109
63 11 63
63 13 90
63 23 68
63 38 96
63 44 141
63 60 161
63 76 133
63 82 129
63 94 184
63 99 207
63 107 116
63 114 123
63 116 202
63 119 125
63 127 120
63 152 136
63 186 124
63 340 94
63 454 94
64 0 69
64 16 62
64 20 78
64 32 97
64 40 66
64 49 124
64 57 163
64 66 154
64 69 131
64 88 101
64 91 215
64 92 218
64 97 208
64 102 214
64 121 100
64 150 112
64 241 100
64 266 99
64 301 89
64 309 92
64 348 90
64 353 90
64 422 86
64 436 84
64 440 81
64 463 93
64 506 102
64 511 97
65 2 48
65 9 60
65 13 59
65 24 121
65 35 95
65 39 90
65 43 96
65 45 124
65 53 174
65 73 136
65 78 172
65 81 179
65 85 103
65 89 114
65 92 144
65 94 116
65 97 191
65 99 209
65 102 219
65 116 106
65 118 211
65 121 108
65 153 144
65 156 108
65 207 89
65 257 88
65 274 85
65 280 91
65 295 78
65 325 80
65 372 78
65 445 79
65 482 91
65 498 91
66 5 52
66 15 79
66 30 124
66 40 118
66 49 135
66 57 132
66 67 147
66 83 104
66 87 204
66 89 157
66 91 112
66 93 126
66 97 103
66 99 136
66 102 192
66 105 152
66 107 113
66 115 70
66 139 89
66 165 82
66 188 97
66 204 75
66 361 75
66 383 77
66 404 77
66 473 80
67 12 74
67 20 93
67 35 139
67 37 145
67 42 130
67 44 123
67 59 117
67 78 104
67 82 127
67 85 102
67 99 121
67 101 99
67 104 185
67 105 198
67 111 66
67 119 208
67 120 217
67 123 86
67 125 57
67 146 67
67 152 73
67 155 161
67 179 74
67 194 71
67 224 80
67 233 77
67 249 70
67 263 74
67 289 72
67 299 70
67 317 70
67 334 69
67 346 77
67 390 67
67 462 84
67 492 86
68 2 62
68 15 50
68 24 103
68 48 83
68 51 59
68 54 65
68 58 55
68 62 55
68 67 60
68 72 60
68 77 45
68 80 114
68 82 145
68 84 164
68 87 71
68 89 75
68 91 70
68 93 78
68 96 67
68 97 77
68 101 90
68 103 70
68 105 109
68 107 161
68 115 57
68 118 74
68 120 213
68 130 60
68 142 61
68 160 67
68 167 71
68 186 72
68 191 109
68 208 73
68 215 73
68 240 81
68 257 72
68 268 72
68 280 80
68 282 69
68 294 71
68 309 68
68 323 76
68 409 72
68 421 74
68 430 68
68 439 72
68 444 71
68 450 74
68 486 82
68 505 91
69 20 44
69 37 71
69 39 71
69 42 83
69 44 68
69 81 54
69 89 147
69 105 96
69 107 86
69 110 137
69 121 219
69 122 212
69 125 74
69 138 64
69 154 74
69 158 160
69 162 69
69 191 127
69 193 74
69 355 78
69 500 87
70 5 44
70 9 52
70 51 93
70 66 79
70 68 59
70 84 51
70 86 58
70 89 121
70 90 127
70 95 89
70 97 197
70 98 198
70 99 161
70 104 111
70 108 97
70 109 91
70 116 94
70 120 77
70 122 221
70 146 70
70 152 67
70 429 80
71 0 43
71 26 41
71 48 82
71 51 64
71 54 92
71 58 70
71 84 40
71 87 44
71 89 50
71 90 40
71 94 42
71 106 155
71 108 192
71 111 114
71 113 98
71 120 68
71 121 74
71 140 70
71 144 78
71 189 80
71 202 76
71 206 80
71 377 81
71 490 98
72 8 78
72 32 44
72 41 91
72 45 94
72 53 50
72 65 44
72 89 34
72 99 37
72 100 45
72 106 116
72 108 193
72 110 205
72 111 182
72 113 85
72 115 55
72 118 64
72 120 118
72 124 211
72 128 75
72 147 90
72 156 76
72 161 153
72 309 84
73 50 74
73 57 49
73 59 47
73 81 58
73 102 76
73 106 46
73 108 93
73 111 172
73 112 168
73 123 82
73 125 200
73 166 87
73 192 144
73 201 92
73 398 88
73 449 89
74 5 41
74 9 43
74 36 39
74 41 39
74 108 40
74 111 96
74 115 102
74 117 48
74 122 61
74 124 90
74 128 123
74 142 150
74 146 166
74 152 84
74 160 92
74 198 90
74 203 148
74 206 137
74 210 92
74 360 93
74 440 87
75 17 44
75 47 37
75 63 57
75 70 39
75 80 39
75 85 51
75 114 167
75 115 166
75 119 56
75 126 95
75 138 119
75 149 153
75 165 151
75 191 94
75 194 139
75 196 96
76 0 70
76 2 65
76 6 56
76 36 50
76 55 40
76 75 63
76 98 35
76 100 54
76 111 46
76 115 164
76 117 155
76 121 93
76 123 71
76 143 96
76 158 83
76 204 96
76 214 105
76 289 93
76 377 96
76 414 98
77 16 71
77 18 39
77 29 45
77 114 54
77 118 132
77 120 134
77 121 178
77 125 116
77 127 71
77 132 118
77 148 111
77 151 162
77 200 144
77 207 96
77 219 98
77 245 96
77 321 94
77 431 94
77 464 103
77 476 103
78 0 34
78 25 62
78 84 41
78 116 50
78 118 74
78 120 103
78 122 159
78 124 166
78 126 130
78 128 56
78 130 59
78 133 86
78 149 104
78 159 90
78 165 94
78 169 155
78 187 103
78 198 101
78 202 108
79 3 43
79 43 55
79 75 41
79 79 64
79 115 40
79 122 70
79 127 101
79 134 105
79 136 108
79 144 105
79 155 152
79 175 97
79 196 132
79 339 100
79 501 105
79 511 110
80 16 44
80 33 62
80 55 43
80 58 37
80 64 46
80 89 43
80 119 40
80 126 49
80 129 48
80 132 56
80 149 100
80 151 105
80 162 101
80 168 107
80 194 104
80 202 161
80 219 103
80 271 100
81 1 73
81 4 58
81 25 45
81 99 61
81 135 55
81 154 102
81 160 152
81 200 110
81 205 106
81 214 108
81 217 140
81 234 112
82 20 59
82 37 40
82 51 47
82 82 59
82 102 38
82 129 50
82 137 73
82 148 125
82 165 101
82 174 152
82 196 104
82 204 155
82 394 95
82 447 99
83 1 47
83 24 64
83 32 52
83 35 79
83 48 65
83 90 37
83 125 41
83 151 110
83 155 117
83 203 152
83 304 98
83 492 107
84 20 39
84 55 90
84 57 50
84 61 57
84 86 65
84 133 69
84 158 127
84 161 161
84 163 146
84 168 130
84 173 106
84 198 138
84 200 108
84 202 106
84 256 105
85 24 40
85 46 39
85 89 91
85 92 43
85 117 39
85 120 38
85 137 88
85 140 68
85 145 43
85 177 159
85 182 119
85 188 114
85 205 169
85 207 110
85 219 161
85 338 95
86 16 70
86 53 52
86 59 40
86 98 57
86 130 50
86 133 47
86 135 55
86 150 51
86 168 117
86 173 122
86 175 108
86 189 141
86 190 123
86 221 114
86 289 103
87 0 85
87 21 69
87 25 65
87 37 55
87 92 103
87 108 40
87 122 97
87 126 94
87 127 108
87 140 90
87 153 65
87 160 60
87 179 130
87 202 139
87 204 119
87 358 101
87 368 102
88 0 56
88 13 57
88 57 99
88 64 44
88 96 68
88 116 102
88 131 128
88 144 66
88 155 70
88 157 56
88 165 66
88 169 54
88 176 86
88 187 60
88 188 78
88 195 110
88 206 165
88 208 112
88 217 126
88 233 111
89 68 50
89 88 42
89 93 52
89 104 46
89 107 105
89 111 46
89 127 62
89 134 127
89 136 96
89 140 69
89 142 75
89 149 50
89 157 73
89 160 52
89 173 51
89 180 42
89 193 79
89 199 126
89 202 113
89 204 121
89 215 133
89 219 161
89 238 108
90 8 63
90 26 45
90 43 47
90 56 46
90 61 51
90 70 45
90 79 41
90 109 54
90 124 52
90 128 88
90 140 100
90 142 115
90 151 70
90 185 101
90 188 84
90 196 58
90 207 154
90 220 160
90 232 156
90 234 156
90 236 161
90 237 124
91 20 44
91 31 43
91 64 47
91 77 56
91 99 71
91 105 129
91 112 93
91 126 72
91 134 52
91 142 103
91 146 158
91 150 141
91 155 63
91 158 58
91 159 79
91 163 42
91 168 91
91 170 64
91 178 44
91 181 39
91 202 54
91 210 58
91 218 123
91 222 125
91 226 114
91 234 65
91 249 97
92 42 72
92 59 72
92 68 105
92 103 68
92 108 71
92 115 44
92 130 48
92 141 45
92 150 145
92 152 152
92 166 39
92 185 65
92 189 63
92 205 42
92 228 167
92 230 138
92 232 58
92 234 42
92 236 46
93 13 62
93 38 47
93 75 34
93 95 65
93 102 40
93 105 131
93 113 48
93 117 56
93 127 50
93 154 126
93 156 81
93 162 93
93 168 71
93 170 111
93 185 96
93 194 73
93 199 53
93 208 156
93 222 103
93 229 135
93 278 105
94 21 48
94 67 42
94 109 127
94 112 89
94 147 38
94 150 55
94 152 80
94 154 65
94 159 47
94 164 108
94 173 74
94 177 99
94 179 91
94 187 94
94 190 93
94 201 80
94 213 72
94 217 117
94 220 168
94 224 120
94 240 103
94 378 109
94 424 103
95 15 43
95 16 50
95 29 65
95 37 63
95 64 60
95 71 74
95 73 52
95 79 39
95 97 49
95 115 69
95 157 42
95 162 42
95 167 124
95 196 92
95 203 62
95 223 110
95 230 152
95 234 50
96 5 81
96 7 67
96 24 72
96 46 73
96 50 43
96 72 125
96 82 57
96 102 55
96 104 140
96 107 39
96 111 32
96 130 71
96 169 122
96 176 58
96 187 84
96 192 84
96 202 140
96 207 47
96 209 153
96 227 168
96 240 129
96 245 98
96 504 103
97 0 84
97 11 49
97 15 109
97 19 101
97 37 40
97 43 44
97 61 42
97 86 40
97 113 37
97 120 71
97 146 51
97 157 58
97 159 43
97 163 107
97 169 120
97 173 137
97 184 66
97 195 50
97 204 111
97 212 74
97 215 96
97 219 157
97 233 130
97 237 43
97 241 122
97 254 97
97 278 99
98 4 49
98 13 101
98 26 42
98 49 72
98 51 61
98 56 43
98 77 39
98 99 96
98 118 56
98 149 53
98 153 39
98 173 137
98 192 121
98 202 126
98 208 75
98 211 130
98 217 56
98 222 171
98 225 104
98 229 165
98 235 78
98 381 97
98 424 97
98 476 101
99 5 56
99 7 49
99 16 44
99 19 42
99 47 50
99 72 62
99 80 38
99 106 43
99 121 50
99 125 73
99 130 49
99 135 46
99 143 39
99 161 60
99 167 43
99 175 131
99 180 62
99 183 86
99 187 147
99 191 121
99 207 88
99 231 115
99 237 57
99 240 57
99 460 103
100 10 105
100 40 73
100 50 44
100 55 66
100 71 42
100 75 143
100 79 57
100 99 67
100 102 77
100 103 127
100 104 135
100 147 35
100 159 76
100 172 37
100 195 127
100 199 76
100 219 60
100 221 165
100 227 116
100 229 162
100 231 124
100 375 91
100 511 104
101 0 58
101 6 107
101 8 95
101 45 69
101 66 52
101 70 58
101 72 46
101 74 73
101 78 136
101 83 54
101 92 39
101 96 43
101 107 42
101 117 59
101 124 51
101 130 82
101 135 100
101 179 44
101 188 99
101 202 61
101 205 156
101 211 73
101 213 100
101 226 120
101 233 181
101 237 126
101 242 88
101 259 101
101 370 96
101 415 102
102 8 37
102 10 42
102 31 45
102 35 63
102 49 74
102 54 56
102 67 96
102 69 101
102 73 63
102 75 78
102 77 133
102 87 48
102 104 131
102 105 135
102 109 53
102 114 72
102 141 98
102 146 103
102 151 45
102 177 147
102 192 76
102 201 107
102 224 68
102 230 169
102 239 49
102 349 101
103 0 104
103 4 81
103 42 47
103 45 52
103 53 79
103 61 67
103 71 141
103 73 123
103 80 149
103 95 51
103 97 53
103 103 73
103 118 109
103 119 86
103 149 103
103 155 47
103 159 55
103 171 53
103 182 36
103 205 73
103 213 64
103 215 91
103 221 139
103 222 158
103 228 96
103 232 124
103 287 99
103 445 103
104 34 47
104 69 77
104 72 97
104 76 134
104 84 143
104 93 95
104 114 113
104 142 55
104 148 105
104 150 110
104 151 106
104 164 63
104 176 66
104 179 141
104 188 78
104 198 105
104 200 72
104 204 121
104 210 111
104 212 126
104 223 148
104 226 62
104 236 155
104 334 102
104 376 111
105 0 70
105 3 52
105 21 46
105 38 45
105 84 143
105 86 137
105 89 131
105 96 101
105 105 75
105 107 140
105 109 130
105 118 49
105 131 42
105 138 40
105 145 59
105 154 103
105 158 86
105 170 59
105 172 100
105 187 39
105 196 60
105 202 66
105 214 60
105 220 77
105 222 152
105 225 74
105 231 131
105 243 50
105 247 87
106 3 78
106 5 52
106 11 40
106 33 71
106 35 63
106 43 50
106 69 91
106 74 56
106 93 107
106 101 51
106 103 84
106 149 47
106 152 56
106 169 88
106 174 48
106 182 135
106 186 39
106 192 61
106 195 91
106 208 59
106 213 79
106 224 124
106 230 70
106 238 129
106 240 49
106 243 74
106 245 94
106 250 97
106 312 97
107 0 160
107 1 160
107 3 152
107 20 72
107 30 47
107 85 46
107 106 59
107 115 65
107 153 70
107 158 51
107 172 59
107 179 50
107 190 36
107 199 50
107 201 122
107 204 61
107 206 141
107 225 80
107 240 70
107 241 63
107 243 151
107 246 194
107 248 205
107 282 104
108 4 140
108 6 145
108 22 85
108 39 80
108 52 50
108 63 52
108 67 59
108 72 48
108 81 35
108 88 55
108 92 43
108 109 75
108 147 48
108 151 99
108 156 52
108 168 59
108 187 59
108 194 77
108 203 57
108 207 136
108 212 60
108 219 56
108 224 119
108 227 67
108 231 65
108 233 128
108 236 159
108 241 154
108 243 185
108 245 192
108 249 206
108 502 114
109 0 58
109 2 61
109 4 77
109 9 144
109 13 102
109 19 52
109 27 80
109 95 54
109 99 52
109 103 59
109 105 81
109 149 91
109 152 54
109 161 62
109 180 47
109 186 148
109 191 76
109 198 108
109 201 50
109 239 182
109 241 172
109 245 180
109 275 110
109 279 112
110 2 47
110 5 75
110 21 60
110 23 60
110 25 61
110 35 53
110 40 59
110 57 45
110 60 64
110 83 39
110 87 47
110 101 85
110 112 70
110 130 34
110 147 83
110 149 75
110 150 57
110 157 102
110 163 52
110 167 83
110 173 53
110 189 146
110 190 108
110 192 48
110 207 60
110 209 133
110 232 127
110 235 164
110 236 196
110 241 113
110 243 85
110 249 175
110 277 133
110 283 167
110 285 109
110 345 102
110 365 106
110 393 108
111 8 70
111 16 94
111 19 108
111 21 129
111 24 122
111 28 60
111 52 79
111 66 46
111 80 42
111 89 75
111 93 83
111 120 47
111 129 40
111 141 66
111 143 53
111 151 105
111 155 93
111 184 85
111 189 152
111 199 89
111 203 49
111 224 57
111 227 100
111 230 69
111 233 180
111 239 141
111 242 67
111 243 83
111 244 174
111 245 198
111 248 210
111 255 106
111 282 114
111 284 176
111 460 118
112 1 76
112 14 43
112 25 95
112 35 75
112 42 71
112 57 61
112 60 44
112 86 90
112 99 59
112 109 121
112 111 107
112 114 62
112 122 46
112 126 45
112 135 79
112 138 66
112 145 97
112 155 48
112 158 61
112 168 60
112 173 79
112 186 65
112 189 110
112 191 143
112 196 59
112 201 107
112 208 58
112 211 119
112 232 94
112 235 154
112 248 206
112 250 213
112 278 109
112 351 100
112 475 119
113 7 44
113 20 54
113 52 61
113 65 65
113 70 36
113 82 90
113 97 36
113 101 108
113 105 89
113 107 46
113 143 162
113 148 82
113 151 63
113 159 55
113 185 52
113 198 70
113 206 53
113 230 107
113 234 188
113 235 196
113 238 174
113 240 195
113 242 111
113 244 194
113 246 137
113 249 197
113 286 167
114 1 37
114 17 37
114 25 50
114 36 52
114 91 43
114 102 106
114 103 60
114 104 41
114 111 37
114 113 44
114 116 68
114 120 141
114 122 146
114 125 159
114 127 164
114 130 144
114 132 155
114 135 155
114 138 167
114 140 179
114 142 185
114 144 187
114 146 183
114 148 156
114 155 61
114 157 58
114 163 65
114 172 53
114 175 66
114 181 93
114 187 51
114 189 81
114 191 78
114 196 146
114 201 75
114 204 123
114 210 54
114 227 54
114 233 65
114 235 180
114 242 168
114 248 119
114 251 190
114 272 119
114 284 109
114 288 112
114 438 114
115 19 38
115 68 65
115 87 40
115 106 45
115 131 116
115 133 86
115 135 87
115 138 104
115 140 130
115 142 134
115 146 184
115 148 179
115 150 180
115 152 156
115 197 133
115 199 133
115 205 110
115 209 57
115 217 63
115 231 73
115 237 235
115 240 186
115 243 196
115 251 125
115 313 106
115 381 112
115 419 116
116 49 42
116 71 83
116 77 55
116 83 35
116 100 59
116 101 108
116 105 45
116 113 37
116 124 132
116 127 120
116 144 125
116 148 127
116 156 176
116 162 132
116 165 118
116 168 70
116 172 95
116 179 63
116 185 110
116 189 82
116 195 51
116 197 70
116 199 120
116 201 121
116 204 68
116 205 73
116 211 47
116 214 116
116 226 41
116 234 51
116 254 148
116 321 93
117 3 57
117 8 41
117 15 53
117 26 61
117 29 46
117 34 68
117 66 48
117 80 33
117 97 45
117 103 129
117 116 129
117 128 138
117 131 134
117 133 101
117 135 110
117 142 139
117 144 156
117 145 148
117 149 109
117 152 151
117 166 74
117 169 97
117 176 68
117 183 74
117 194 40
117 201 130
117 203 146
117 204 105
117 236 83
117 237 189
117 238 242
117 240 223
117 250 142
117 329 82
117 333 85
117 341 83
117 347 86
117 351 87
117 376 114
118 0 72
118 19 100
118 53 63
118 58 41
118 74 75
118 93 51
118 100 58
118 107 43
118 121 112
118 124 153
118 136 90
118 141 94
118 143 133
118 148 104
118 164 83
118 171 65
118 179 118
118 186 46
118 190 43
118 198 95
118 201 76
118 206 87
118 211 53
118 214 54
118 217 100
118 221 63
118 226 46
118 233 70
118 236 56
118 240 238
118 243 151
118 244 147
118 259 123
118 322 82
118 329 94
118 331 112
118 346 125
118 347 116
118 349 98
118 351 96
118 355 90
118 361 94
118 366 89
119 0 114
119 3 119
119 6 117
119 8 115
119 20 81
119 27 91
119 30 66
119 41 58
119 45 44
119 66 67
119 77 76
119 81 75
119 95 110
119 97 76
119 104 127
119 106 102
119 110 57
119 113 152
119 122 160
119 132 48
119 135 54
119 146 56
119 149 86
119 179 87
119 190 55
119 197 62
119 199 61
119 201 58
119 203 65
119 205 55
119 216 60
119 231 40
119 325 96
119 332 216
119 334 214
119 340 223
119 346 207
119 347 210
119 349 181
119 359 133
119 361 123
119 363 116
119 365 100
119 393 108
119 401 118
120 7 112
120 14 114
120 21 109
120 33 47
120 37 49
120 74 40
120 76 47
120 86 49
120 88 45
120 92 119
120 117 102
120 128 62
120 141 139
120 151 133
120 159 97
120 176 96
120 182 63
120 204 58
120 214 72
120 221 122
120 223 109
120 229 43
120 239 207
120 276 123
120 322 114
120 326 203
120 327 196
120 329 224
120 347 219
120 350 219
120 355 218
120 359 213
120 361 213
120 363 197
120 367 131
120 371 100
120 375 93
121 0 113
121 2 115
121 4 121
121 6 124
121 9 125
121 16 99
121 18 116
121 29 84
121 42 41
121 55 44
121 58 68
121 61 86
121 69 39
121 96 48
121 100 37
121 103 45
121 106 97
121 124 100
121 126 64
121 137 122
121 143 61
121 149 144
121 163 100
121 179 126
121 186 109
121 189 131
121 193 141
121 197 113
121 200 133
121 206 58
121 210 53
121 228 82
121 238 60
121 240 187
121 258 157
121 273 112
121 312 83
121 317 81
121 322 205
121 324 213
121 328 212
121 362 226
121 365 219
121 367 211
121 369 182
121 373 112
121 375 107
121 379 99
122 0 50
122 2 44
122 4 42
122 6 47
122 8 65
122 14 62
122 24 85
122 28 47
122 37 66
122 53 67
122 56 94
122 58 88
122 62 44
122 75 58
122 82 38
122 86 35
122 94 39
122 108 88
122 110 147
122 118 145
122 144 131
122 150 64
122 153 45
122 183 132
122 203 145
122 205 151
122 212 128
122 218 79
122 222 78
122 235 37
122 237 51
122 239 56
122 242 157
122 293 113
122 313 86
122 319 200
122 336 212
122 347 182
122 369 221
122 373 193
122 379 119
122 382 100
122 387 103
123 0 40
123 2 35
123 7 65
123 10 52
123 16 125
123 30 42
123 35 47
123 60 41
123 73 58
123 89 98
123 100 61
123 103 50
123 129 83
123 134 67
123 136 129
123 140 91
123 172 77
123 175 67
123 178 104
123 192 72
123 196 63
123 199 90
123 208 94
123 211 155
123 213 145
123 215 126
123 227 49
123 234 56
123 240 64
123 317 210
123 320 224
123 352 179
123 373 222
123 377 213
123 379 206
123 386 110
124 9 64
124 13 119
124 20 107
124 39 50
124 45 53
124 56 39
124 75 33
124 84 55
124 90 52
124 97 52
124 107 57
124 109 132
124 113 87
124 120 75
124 125 96
124 131 63
124 141 161
124 145 116
124 170 63
124 192 64
124 196 102
124 203 100
124 209 144
124 218 129
124 238 101
124 245 151
124 249 158
124 264 120
124 310 95
124 314 221
124 336 180
124 341 190
124 369 202
124 382 217
124 384 198
124 388 130
124 390 108
125 0 82
125 4 94
125 11 138
125 23 39
125 51 41
125 54 72
125 72 38
125 80 74
125 87 99
125 99 137
125 103 74
125 110 134
125 116 142
125 130 95
125 132 82
125 134 119
125 137 111
125 154 92
125 160 115
125 163 80
125 172 77
125 175 119
125 183 70
125 185 88
125 190 85
125 206 143
125 211 93
125 217 99
125 220 121
125 223 130
125 231 39
125 241 42
125 261 134
125 275 122
125 285 111
125 320 195
125 328 190
125 339 202
125 348 185
125 352 196
125 363 182
125 377 209
125 383 216
125 387 219
126 6 80
126 9 142
126 14 119
126 16 100
126 89 37
126 92 42
126 100 159
126 106 69
126 112 52
126 113 60
126 114 111
126 121 79
126 138 153
126 172 124
126 178 125
126 193 148
126 198 150
126 204 137
126 215 141
126 234 128
126 238 39
126 243 93
126 245 103
126 267 125
126 273 108
126 309 198
126 311 224
126 327 213
126 335 203
126 340 204
126 345 194
126 347 161
126 351 157
126 357 185
126 391 216
126 396 108
126 459 125
126 483 126
126 511 133
127 4 72
127 11 131
127 16 51
127 20 55
127 47 40
127 54 40
127 56 60
127 67 47
127 85 104
127 98 112
127 103 145
127 104 142
127 107 117
127 115 120
127 117 41
127 126 65
127 143 120
127 146 134
127 149 115
127 152 75
127 157 88
127 182 132
127 195 160
127 198 154
127 200 149
127 208 77
127 212 116
127 214 98
127 217 140
127 219 81
127 225 116
127 227 55
127 232 145
127 244 146
127 247 92
127 261 149
127 263 209
127 265 229
127 320 210
127 339 169
