 36 31
 36 38
 36 54
 36 59
 36 60
 36 69
 36 7
 36 75
 36 83
 36 84
 36 86
 37 0
 37 29
 37 37
 37 40
 37 41
 37 44
 37 99
 38 25
 38 33
 38 40
 38 50
 38 74
 38 81
 38 85
 39 23
 39 29
 39 33
 39 39
 39 46
 39 51
 39 6
 39 69
 39 73
 39 76
 39 97
 40 25
 40 29
 40 3
 40 33
 40 4
 40 44
 40 58
 40 78
 40 9
 41 3
 41 52
 41 62
 41 63
 41 65
 41 82
 41 85
 42 16
 42 2
 42 24
 42 49
 42 66
 42 74
 42 85
 42 90
 43 32
 43 44
 43 57
 43 60
 43 66
 43 69
 43 7
 43 77
 43 83
 43 91
 43 99
 44 0
 44 10
 44 14
 44 19
 44 30
 44 41
 44 43
 44 47
 44 62
 44 65
 44 86
 44 88
 44 89
 45 11
 45 13
 45 22
 45 3
 45 60
 45 61
 45 79
 45 97
 46 1
 46 46
 46 56
 46 57
 46 68
 46 79
 46 90
 46 91
 46 93
 46 96
 46 99
 47 13
 47 20
 47 47
 47 51
 47 54
 47 55
 47 57
 47 67
 47 81
 47 93
 47 99
 48 1
 48 20
 48 28
 48 3
 48 43
 48 49
 48 50
 48 52
 48 61
 48 78
 48 81
 48 94
 48 97
 49 41
 49 51
 49 53
 49 74
 49 85
 49 97
 50 23
 50 24
 50 27
 50 34
 50 41
 50 49
 50 66
 50 67
 50 79
 50 87
 50 98
 51 20
 51 25
 51 28
 51 46
 51 50
 51 59
 51 7
 51 72
 51 82
 51 83
 51 87
 52 12
 52 51
 52 62
 52 72
 52 8
 52 86
 52 88
 52 93
 52 96
 52 97
 53 0
 53 1
 53 14
 53 17
 53 23
 53 24
 53 26
 53 29
 53 43
 53 49
 53 57
 53 73
 53 76
 53 78
 53 8
 53 86
 53 90
 54 12
 54 29
 54 49
 54 5
 54 55
 54 95
 55 17
 55 18
 55 2
 55 35
 55 4
 55 44
 55 58
 55 68
 55 69
 55 95
 56 11
 56 15
 56 2
 56 30
 56 33
 56 54
 56 58
 56 64
 56 67
 57 10
 57 30
 57 35
 57 40
 57 45
 57 55
 57 71
 57 74
 57 89
 57 95
 58 11
 58 2
 58 33
 58 42
 58 51
 58 76
 58 92
 59 11
 59 15
 59 20
 59 35
 59 38
 59 40
 59 46
 59 60
 59 7
 59 73
 59 78
 59 83
 59 88
 59 89
 59 93
 59 95
 60 11
 60 18
 60 2
 60 24
 60 29
 60 33
 60 39
 60 5
 60 53
 60 57
 60 61
 60 64
 60 68
 60 70
 60 77
 60 80
 60 83
 60 96
 61 11
 61 13
 61 46
 61 50
 61 73
 61 74
 61 75
 61 76
 61 8
 61 80
 61 90
 62 0
 62 1
 62 3
 62 64
 62 72
 62 85
 62 9
 62 94
 62 98
 63 11
 63 14
 63 24
 63 25
 63 39
 63 62
 63 67
 63 87
 63 9
 63 95
 64 22
 64 53
 65 21
 65 29
 65 59
 65 71
 65 79
 65 8
 65 85
 65 87
 65 9
 66 21
 66 43
 66 55
 66 67
 66 68
 66 71
 67 12
 67 13
 67 2
 67 23
 67 24
 67 35
 67 36
 67 46
 67 86
 67 92
 68 13
 68 25
 68 58
 68 60
 68 71
 68 73
 68 77
 68 85
 68 90
 68 91
 69 20
 69 47
 69 59
 69 74
 69 78
 69 81
 69 82
 69 98
 70 11
 70 18
 70 21
 70 24
 70 30
 70 31
 70 34
 70 42
 70 47
 70 58
 70 66
 70 79
 70 83
 70 93
 71 23
 71 25
 71 59
 71 6
 71 88
 71 98
 72 17
 72 4
 72 45
 72 47
 72 48
 72 60
 72 61
 72 66
 72 68
 72 7
 72 73
 72 74
 72 77
 72 90
 72 91
 73 1
 73 11
 73 18
 73 21
 73 22
 73 23
 73 28
 74 16
 74 24
 74 29
 74 31
 74 36
 74 5
 74 60
 74 68
 74 76
 74 79
 74 86
 74 87
 74 92
 75 15
 75 22
 75 36
 75 53
 75 67
 75 69
 76 16
 76 17
 76 32
 76 46
 76 63
 76 69
 76 80
 77 19
 77 5
 77 6
 77 61
 77 75
 77 80
 77 81
 77 90
 77 92
 77 94
 78 21
 78 3
 78 37
 78 44
 78 50
 78 60
 78 69
 78 90
 78 91
 79 16
 79 20
 79 21
 79 23
 79 26
 79 46
 79 50
 79 87
 79 92
 79 96
 79 99
 80 15
 80 16
 80 18
 80 2
 80 20
 80 23
 80 34
 80 41
 80 45
 80 56
 80 57
 80 6
 80 61
 80 8
 80 83
 80 90
 80 91
 80 99
 81 10
 81 17
 81 2
 81 26
 81 63
 81 7
 81 81
 81 83
 82 12
 82 24
 82 38
 82 40
 82 46
 82 6
 82 60
 82 7
 82 78
 82 80
 82 96
 83 13
 83 30
 83 36
 83 53
 83 54
 83 61
 83 67
 83 74
 83 98
 83 99
 84 11
 84 19
 84 25
 84 43
 84 44
 84 61
 84 88
 85 14
 85 16
 85 36
 85 41
 85 44
 85 51
 85 64
 85 65
 85 7
 85 91
 86 14
 86 20
 86 26
 86 46
 86 65
 86 73
 86 74
 86 94
 86 99
 87 10
 87 19
 87 46
 87 48
 87 50
 87 6
 87 61
 87 71
 87 75
 87 9
 87 92
 88 13
 88 21
 88 36
 88 42
 88 43
 88 63
 88 67
 88 92
 89 17
 89 20
 89 28
 89 29
 89 57
 89 75
 89 90
 90 24
 90 29
 90 30
 90 41
 90 66
 90 70
 90 85
 90 89
 91 12
 91 28
 91 41
 91 59
 91 60
 91 67
 91 68
 91 77
 91 85
 91 87
 91 93
 92 0
 92 12
 92 14
 92 30
 92 31
 92 46
 92 53
 92 96
 93 67
 93 84
 93 94
 94 0
 94 12
 94 2
 94 22
 94 43
 94 50
 94 58
 94 7
 94 75
 94 85
 94 9
 94 94
 95 18
 95 19
 95 2
 95 26
 95 38
 95 40
 95 43
 95 44
 95 47
 95 52
 95 69
 95 89
 95 9
 95 91
 96 0
 96 15
 96 29
 96 30
 96 31
 96 52
 96 53
 96 56
 96 68
 96 80
 96 87
 96 96
 97 19
 97 32
 97 33
 97 38
 97 59
 97 7
 97 77
 97 91
 97 99
 98 1
 98 28
 98 43
 98 61
 98 74
 99 27
 99 31
 99 41
 99 43
 99 47
 99 53
 99 69
 99 7
 99 91
